PhysicalActivityDays,BMIPercentile,Sex,Grade
1.0,48.91723068,Male,11th grade
0.0,20.2152809,Male,11th grade
2.0,52.59975998,Male,11th grade
0.0,92.43894051,Male,11th grade
3.0,40.28123287,Male,11th grade
0.0,98.58926289,Male,11th grade
7.0,78.63912229,Male,11th grade
2.0,55.0222034,Female,9th grade
0.0,83.06926617,Female,9th grade
0.0,84.65510606,Female,9th grade
2.0,75.39423481,Female,9th grade
3.0,74.18674572,Female,9th grade
3.0,71.79758191,Female,9th grade
3.0,70.7646632,Female,9th grade
5.0,76.17136869,Female,9th grade
4.0,42.35560365,Female,9th grade
3.0,87.3451992,Female,9th grade
5.0,66.74525704,Male,9th grade
7.0,74.10960037,Male,9th grade
3.0,39.46630825,Male,9th grade
7.0,57.78994177,Male,9th grade
2.0,88.52503161,Male,11th grade
3.0,97.65709632,Male,10th grade
7.0,87.43612772,Male,9th grade
5.0,54.38998582,Male,9th grade
7.0,32.7490161,Female,9th grade
3.0,69.54558992,Female,9th grade
5.0,67.85195185,Female,9th grade
4.0,84.29940203,Male,12th grade
0.0,60.14676618,Female,11th grade
1.0,67.57774648,Female,11th grade
0.0,57.60270767,Female,11th grade
3.0,19.12902502,Female,11th grade
0.0,48.05850021,Female,12th grade
1.0,92.54200651,Female,12th grade
2.0,69.5957294,Female,12th grade
0.0,37.60087813,Female,12th grade
2.0,47.65563766,Female,11th grade
2.0,81.20213988,Female,12th grade
2.0,20.76571579,Female,12th grade
1.0,81.84300072,Female,11th grade
3.0,87.36289335,Male,12th grade
7.0,99.40523986,Male,11th grade
3.0,64.3318403,Male,11th grade
0.0,75.39750092,Male,12th grade
0.0,51.7428672,Male,11th grade
7.0,87.39539654,Male,11th grade
2.0,61.12521977,Male,11th grade
7.0,84.62919716,Male,11th grade
2.0,14.38180491,Male,11th grade
2.0,69.42430866,Female,10th grade
7.0,38.68988246,Female,10th grade
3.0,40.79455963,Female,10th grade
7.0,37.53976013,Female,10th grade
4.0,78.39679845,Female,10th grade
2.0,81.07986622,Female,10th grade
4.0,21.32932322,Female,10th grade
2.0,47.57875662,Female,10th grade
4.0,95.94478432,Female,10th grade
6.0,83.03242619,Female,10th grade
1.0,44.42268346,Female,10th grade
2.0,92.09238408,Female,10th grade
0.0,86.12647807,Female,10th grade
2.0,92.89463228,Male,10th grade
5.0,92.14183968,Male,10th grade
2.0,74.16259684,Male,10th grade
3.0,0.567498492,Male,10th grade
6.0,58.18521241,Male,11th grade
3.0,74.79862377,Male,10th grade
7.0,97.89524154,Male,10th grade
5.0,25.04857867,Male,10th grade
5.0,15.54898951,Male,10th grade
0.0,30.79057223,Female,12th grade
0.0,83.39243191,Female,12th grade
1.0,56.52032716,Female,12th grade
4.0,26.06924461,Female,12th grade
5.0,62.7269886,Female,12th grade
0.0,55.50609806,Female,12th grade
1.0,61.69382467,Female,12th grade
0.0,94.93676584,Female,12th grade
3.0,77.81153178,Male,12th grade
2.0,52.47173699,Male,12th grade
2.0,5.856500014,Male,12th grade
6.0,70.95587793,Male,12th grade
4.0,95.72836219,Male,12th grade
3.0,87.83227011,Male,12th grade
5.0,95.52419469,Male,12th grade
2.0,79.30626093,Male,12th grade
2.0,95.72836219,Male,12th grade
1.0,99.05950452,Male,12th grade
0.0,47.24873407,Female,11th grade
6.0,73.71932905,Male,12th grade
0.0,95.52759896,Male,12th grade
2.0,42.90615422,Male,12th grade
7.0,83.8443561,Male,12th grade
3.0,83.87324627,Male,12th grade
7.0,44.68713456,Male,11th grade
0.0,5.692348991,Male,11th grade
0.0,93.133314,Male,12th grade
2.0,1.131970964,Male,11th grade
0.0,21.39839945,Male,11th grade
4.0,72.16135334,Female,11th grade
5.0,57.45496513,Female,12th grade
2.0,17.74504799,Female,11th grade
3.0,30.44393846,Female,11th grade
1.0,73.34132217,Female,11th grade
7.0,82.26307439,Female,10th grade
5.0,92.68923451,Female,11th grade
0.0,30.79057223,Female,11th grade
3.0,43.67494003,Female,10th grade
1.0,90.42668627,Female,11th grade
0.0,45.07027385,Male,12th grade
1.0,2.56681879,Male,12th grade
5.0,3.939542483,Female,12th grade
6.0,68.17556258,Male,12th grade
4.0,56.72044489,Female,12th grade
0.0,73.09109508,Female,12th grade
2.0,74.41919519,Male,12th grade
1.0,58.69524984,Female,12th grade
0.0,22.1628726,Female,12th grade
6.0,47.36951916,Male,12th grade
0.0,38.60495566,Female,12th grade
5.0,57.0210877,Female,12th grade
5.0,31.25098585,Female,11th grade
0.0,41.41226376,Female,12th grade
2.0,53.04799701,Female,12th grade
2.0,29.69965869,Male,12th grade
2.0,96.70157068,Male,9th grade
2.0,45.33714908,Female,9th grade
5.0,31.05604841,Female,9th grade
2.0,95.34570281,Male,9th grade
1.0,24.19083228,Male,9th grade
5.0,7.332472627,Male,9th grade
1.0,62.19393818,Female,9th grade
5.0,86.45744949,Male,9th grade
7.0,81.07986622,Female,9th grade
0.0,47.04174902,Male,9th grade
0.0,64.89755261,Male,9th grade
7.0,47.7153177,Male,9th grade
0.0,64.48479627,Female,9th grade
0.0,31.47941207,Male,9th grade
4.0,95.58384077,Male,9th grade
3.0,87.9197782,Male,9th grade
0.0,97.22300278,Female,9th grade
0.0,79.94873312,Male,9th grade
1.0,97.06117121,Male,9th grade
6.0,47.2681565,Female,9th grade
0.0,87.12890032,Male,9th grade
1.0,58.09322257,Female,9th grade
0.0,14.12190652,Male,10th grade
0.0,84.4582919,Male,10th grade
1.0,58.1206334,Female,10th grade
0.0,56.4762692,Female,10th grade
1.0,44.95264333,Female,10th grade
0.0,61.78523973,Female,10th grade
6.0,4.013791725,Male,10th grade
3.0,58.18521241,Male,10th grade
6.0,50.87045271,Female,10th grade
1.0,25.54426508,Male,10th grade
7.0,38.13156894,Female,10th grade
7.0,93.89286956,Male,10th grade
6.0,87.26940456,Female,10th grade
3.0,50.10948386,Male,10th grade
0.0,48.48588362,Female,10th grade
2.0,96.35800023,Male,10th grade
0.0,21.63321504,Female,10th grade
1.0,56.4762692,Female,10th grade
0.0,30.70445124,Female,10th grade
4.0,51.58725167,Female,10th grade
0.0,53.96737126,Female,10th grade
1.0,92.86681787,Female,10th grade
0.0,63.73246211,Female,12th grade
3.0,86.87757138,Female,10th grade
2.0,55.18146429,Male,10th grade
3.0,55.06915825,Male,10th grade
7.0,56.31514778,Male,10th grade
2.0,56.80243165,Male,10th grade
0.0,98.93356342,Male,11th grade
0.0,98.38539506,Male,10th grade
3.0,87.12890032,Male,10th grade
2.0,57.42808938,Female,10th grade
4.0,15.52806328,Female,10th grade
4.0,76.31024948,Female,10th grade
0.0,97.42156351,Male,10th grade
4.0,51.77995186,Male,10th grade
5.0,83.68644276,Male,10th grade
0.0,83.59949632,Male,10th grade
0.0,98.59515446,Male,10th grade
7.0,42.79220671,Male,10th grade
7.0,97.28977513,Male,9th grade
3.0,60.78130164,Male,9th grade
7.0,55.68597478,Male,9th grade
1.0,72.83662653,Male,9th grade
3.0,94.19146875,Male,9th grade
1.0,92.43021368,Female,9th grade
5.0,70.84066228,Female,9th grade
4.0,17.99896731,Female,9th grade
0.0,89.7600136,Female,9th grade
5.0,71.76398959,Female,9th grade
7.0,34.52856862,Male,9th grade
0.0,99.25695972,Male,10th grade
7.0,89.07168971,Male,9th grade
6.0,38.01409877,Male,11th grade
5.0,71.78970487,Male,9th grade
1.0,50.5995942,Female,9th grade
7.0,94.62482231,Female,9th grade
5.0,58.58364417,Female,9th grade
3.0,81.88567938,Female,9th grade
0.0,27.78101262,Female,9th grade
2.0,30.2601081,Female,9th grade
5.0,92.23837849,Male,11th grade
5.0,93.98925052,Male,11th grade
1.0,47.9840088,Male,11th grade
4.0,87.21796809,Male,12th grade
3.0,31.69146229,Male,11th grade
7.0,66.5318241,Male,11th grade
2.0,93.5524051,Female,11th grade
7.0,74.60880949,Female,11th grade
3.0,86.28807602,Female,11th grade
4.0,84.96007198,Female,11th grade
7.0,74.42424318,Male,11th grade
3.0,40.85216047,Female,11th grade
0.0,25.62543853,Female,11th grade
0.0,84.50209709,Female,11th grade
6.0,41.64225082,Female,11th grade
0.0,42.12549278,Male,11th grade
7.0,75.35975743,Male,11th grade
0.0,98.98941235,Male,11th grade
0.0,84.10727673,Male,11th grade
7.0,93.65518174,Male,11th grade
2.0,47.94528537,Male,12th grade
0.0,66.59603856,Male,12th grade
5.0,87.83227011,Male,12th grade
0.0,49.0050896,Male,12th grade
0.0,77.62486474,Male,12th grade
5.0,90.05873305,Male,12th grade
4.0,71.51246478,Male,12th grade
0.0,25.09923397,Female,12th grade
0.0,97.61282968,Female,12th grade
3.0,48.05850021,Female,12th grade
5.0,64.2100524,Female,12th grade
4.0,74.41879277,Female,12th grade
3.0,20.78050138,Female,12th grade
7.0,98.71313612,Male,11th grade
5.0,74.42424318,Male,11th grade
1.0,61.62522673,Male,12th grade
5.0,53.62901996,Female,11th grade
0.0,94.42898259,Female,11th grade
0.0,86.29768778,Female,11th grade
0.0,77.64230289,Female,11th grade
1.0,50.9578953,Female,11th grade
3.0,74.71972579,Female,11th grade
0.0,70.67451976,Female,11th grade
0.0,86.24134716,Female,11th grade
5.0,70.79270495,Female,11th grade
1.0,96.59822418,Female,11th grade
2.0,32.81098818,Female,11th grade
1.0,10.0980018,Male,11th grade
4.0,44.3348222,Male,11th grade
0.0,82.85855127,Male,11th grade
7.0,86.89670795,Male,11th grade
4.0,74.42424318,Male,11th grade
2.0,98.4709169,Male,12th grade
7.0,72.03344585,Male,9th grade
2.0,23.68951218,Male,10th grade
1.0,86.94086538,Male,10th grade
3.0,78.75181773,Male,10th grade
0.0,73.71563971,Male,10th grade
0.0,57.00752646,Female,10th grade
0.0,61.96169613,Female,10th grade
2.0,81.94224698,Female,12th grade
0.0,87.96821881,Female,10th grade
3.0,97.6796868,Female,10th grade
0.0,85.29469889,Female,10th grade
1.0,85.78892033,Female,10th grade
6.0,62.18674919,Female,10th grade
0.0,56.22159575,Female,10th grade
1.0,74.41879277,Female,12th grade
5.0,82.6502564,Female,12th grade
0.0,95.87732663,Female,12th grade
0.0,87.73497018,Female,12th grade
5.0,87.73497018,Female,12th grade
0.0,82.05508744,Female,12th grade
0.0,98.50226141,Female,12th grade
0.0,80.03451599,Female,12th grade
0.0,85.0778139,Female,12th grade
3.0,95.42945459,Female,12th grade
2.0,57.95910476,Female,12th grade
6.0,38.77914215,Female,12th grade
0.0,98.48866291,Male,12th grade
7.0,28.89083834,Male,12th grade
0.0,95.72836219,Male,12th grade
5.0,95.48741179,Male,12th grade
3.0,94.7692501,Male,12th grade
5.0,95.86987032,Male,12th grade
6.0,65.22758067,Male,12th grade
0.0,96.35684269,Male,12th grade
7.0,26.67157309,Male,12th grade
0.0,98.79634543,Female,12th grade
6.0,84.36156807,Male,9th grade
3.0,90.64350563,Male,9th grade
7.0,87.19812624,Male,9th grade
0.0,82.40076803,Male,9th grade
4.0,54.38998582,Male,9th grade
0.0,99.65296273,Male,9th grade
5.0,95.15545676,Male,9th grade
7.0,69.04651079,Male,9th grade
0.0,63.48927185,Male,9th grade
0.0,95.24491892,Female,9th grade
3.0,57.42808938,Female,9th grade
7.0,71.79758191,Female,9th grade
7.0,21.9624896,Female,9th grade
6.0,82.11890385,Female,9th grade
5.0,58.8744133,Female,9th grade
0.0,52.00817272,Female,9th grade
2.0,40.85194501,Female,9th grade
0.0,54.81893823,Female,9th grade
4.0,84.19463662,Female,9th grade
3.0,15.24215073,Female,11th grade
3.0,62.8727162,Female,11th grade
1.0,84.85291377,Female,12th grade
3.0,5.65843232,Female,11th grade
0.0,98.84356727,Female,11th grade
7.0,80.72337535,Female,11th grade
5.0,39.76467297,Female,11th grade
4.0,43.71047529,Female,11th grade
3.0,71.88874208,Female,11th grade
4.0,68.83070878,Male,11th grade
0.0,77.86602504,Female,11th grade
0.0,48.42401661,Female,11th grade
5.0,60.9983769,Female,11th grade
5.0,86.11772984,Female,11th grade
6.0,65.22205679,Female,11th grade
0.0,76.16361312,Female,11th grade
6.0,60.6842091,Female,11th grade
2.0,80.85855022,Female,11th grade
0.0,53.20245682,Female,11th grade
2.0,27.55647439,Female,11th grade
0.0,74.71972579,Female,11th grade
7.0,78.7304483,Female,11th grade
7.0,96.31334391,Male,11th grade
1.0,52.12369341,Male,11th grade
2.0,94.25583977,Male,11th grade
7.0,69.00760383,Male,11th grade
0.0,27.27216578,Male,11th grade
2.0,1.258522652,Male,11th grade
5.0,72.36104809,Male,11th grade
3.0,8.419523214,Male,11th grade
7.0,2.692564529,Female,12th grade
1.0,63.18796467,Female,12th grade
6.0,57.95910476,Female,12th grade
2.0,44.59680433,Female,12th grade
0.0,23.81912584,Female,12th grade
1.0,97.8857456,Female,12th grade
5.0,79.72713688,Female,12th grade
3.0,97.81969117,Female,12th grade
3.0,97.91616983,Male,12th grade
1.0,79.56062473,Male,12th grade
7.0,45.29941242,Male,12th grade
0.0,95.77294492,Male,12th grade
3.0,87.51636498,Male,12th grade
4.0,79.67120611,Male,12th grade
2.0,38.11680761,Male,12th grade
0.0,11.79596595,Male,12th grade
0.0,65.93660653,Female,12th grade
2.0,48.05850021,Female,12th grade
6.0,87.25000375,Female,12th grade
0.0,78.29127754,Female,12th grade
3.0,80.25071672,Female,12th grade
5.0,36.04892235,Female,12th grade
2.0,25.53707289,Female,12th grade
7.0,74.88770856,Male,12th grade
0.0,90.71004354,Male,12th grade
4.0,89.89889542,Male,12th grade
1.0,0.012446611,Male,12th grade
2.0,23.04928223,Male,12th grade
6.0,92.72243548,Male,12th grade
3.0,68.58082347,Male,12th grade
7.0,73.30661232,Male,12th grade
0.0,2.30621603,Male,12th grade
2.0,83.87324627,Male,12th grade
7.0,67.35761931,Female,9th grade
1.0,97.17203626,Female,9th grade
7.0,62.19393818,Female,9th grade
7.0,62.19393818,Female,9th grade
3.0,30.29781056,Female,9th grade
5.0,39.89788004,Female,10th grade
4.0,46.29997724,Female,10th grade
5.0,99.27575791,Female,10th grade
5.0,41.48252506,Female,10th grade
3.0,50.11612649,Female,9th grade
0.0,47.52350758,Female,9th grade
6.0,76.16361312,Female,10th grade
2.0,98.54819525,Female,9th grade
3.0,58.8744133,Female,9th grade
7.0,57.7634963,Male,9th grade
5.0,86.88318958,Male,9th grade
6.0,52.96298965,Male,11th grade
3.0,92.55508897,Male,9th grade
7.0,63.14078915,Male,9th grade
2.0,96.37862337,Male,9th grade
1.0,96.43469449,Female,9th grade
0.0,61.69742856,Female,9th grade
0.0,24.92124987,Female,9th grade
4.0,42.79220671,Male,9th grade
3.0,64.16336237,Female,9th grade
3.0,65.88575167,Female,12th grade
3.0,94.6470681,Male,9th grade
0.0,50.27447135,Male,10th grade
5.0,80.92561726,Male,9th grade
7.0,73.30661232,Male,12th grade
2.0,84.96612732,Male,9th grade
7.0,45.71292164,Male,10th grade
2.0,43.30369499,Male,12th grade
7.0,67.45640015,Male,11th grade
1.0,47.76568644,Male,10th grade
2.0,78.75181773,Male,10th grade
3.0,97.16639571,Male,10th grade
7.0,92.67341005,Male,10th grade
6.0,68.88518339,Male,10th grade
1.0,31.37615111,Male,10th grade
2.0,11.91054027,Male,10th grade
2.0,99.23886379,Male,12th grade
4.0,81.30574941,Male,10th grade
0.0,96.71597037,Male,11th grade
0.0,98.59515446,Male,10th grade
0.0,98.58714417,Female,10th grade
3.0,71.24517665,Female,10th grade
0.0,85.78892033,Female,10th grade
1.0,92.80500857,Female,12th grade
5.0,97.07453182,Female,10th grade
0.0,73.09109508,Female,11th grade
1.0,56.82844588,Female,10th grade
2.0,72.96409087,Female,12th grade
7.0,68.36172856,Female,10th grade
1.0,98.93974214,Female,11th grade
7.0,94.92173575,Male,10th grade
7.0,18.12467121,Male,11th grade
1.0,98.30381985,Female,12th grade
0.0,68.81598162,Female,12th grade
1.0,18.31768251,Male,12th grade
4.0,64.31389023,Male,12th grade
2.0,64.73433168,Female,12th grade
0.0,99.21377202,Female,12th grade
4.0,97.95495343,Female,12th grade
0.0,56.7549496,Female,12th grade
2.0,76.3857129,Male,12th grade
7.0,99.81526357,Male,12th grade
2.0,98.77152217,Male,12th grade
1.0,23.03885525,Male,12th grade
5.0,50.25810028,Male,12th grade
3.0,93.16295097,Female,9th grade
7.0,95.37465993,Female,11th grade
5.0,90.26393394,Female,9th grade
0.0,91.77475088,Female,9th grade
0.0,75.38267157,Female,9th grade
0.0,95.19914134,Female,9th grade
0.0,61.96169613,Female,9th grade
4.0,48.83263277,Female,9th grade
5.0,51.69947169,Female,9th grade
7.0,96.14980603,Male,9th grade
0.0,98.38539506,Male,9th grade
4.0,74.52457175,Male,9th grade
6.0,98.34389674,Male,9th grade
0.0,53.24794021,Male,9th grade
7.0,53.96737126,Female,9th grade
7.0,93.32922868,Female,11th grade
1.0,64.96446681,Female,11th grade
5.0,57.02874133,Female,11th grade
3.0,35.04876286,Female,11th grade
2.0,1.417936365,Female,11th grade
0.0,91.21357792,Female,11th grade
6.0,83.65146996,Female,11th grade
0.0,56.52032716,Female,11th grade
0.0,97.22669383,Female,11th grade
0.0,83.4914366,Male,11th grade
5.0,73.71563971,Male,11th grade
6.0,90.70856779,Male,11th grade
0.0,73.74393215,Male,11th grade
3.0,73.05961868,Male,11th grade
0.0,74.71972579,Female,11th grade
0.0,98.57045855,Female,11th grade
0.0,86.52052376,Female,11th grade
0.0,96.04149457,Female,11th grade
7.0,95.32824266,Female,11th grade
3.0,88.6731027,Female,11th grade
7.0,93.65518174,Male,11th grade
5.0,67.61531882,Male,11th grade
7.0,58.87622836,Male,11th grade
6.0,93.99215342,Male,11th grade
5.0,17.34490983,Male,11th grade
4.0,61.81583233,Male,11th grade
0.0,48.98596485,Male,11th grade
0.0,40.5504485,Male,11th grade
2.0,64.190758,Female,11th grade
7.0,62.39033084,Female,11th grade
5.0,89.72661081,Female,11th grade
6.0,98.34173836,Female,11th grade
0.0,88.76340535,Female,11th grade
7.0,47.63991712,Male,10th grade
7.0,49.31286868,Male,10th grade
5.0,50.27447135,Male,10th grade
2.0,87.02647953,Female,10th grade
4.0,96.39550438,Female,11th grade
0.0,67.16680562,Female,10th grade
3.0,92.62027788,Male,10th grade
4.0,21.84049156,Male,10th grade
3.0,90.14559912,Male,11th grade
7.0,90.64452032,Male,11th grade
4.0,0.364670184,Male,10th grade
0.0,25.29993613,Female,10th grade
0.0,94.01746926,Female,10th grade
0.0,75.31505964,Female,11th grade
3.0,35.48942561,Female,10th grade
6.0,97.75494821,Female,10th grade
3.0,75.76621161,Female,10th grade
6.0,61.78523973,Female,10th grade
7.0,17.93321779,Male,12th grade
1.0,16.31431911,Female,12th grade
7.0,86.58677976,Male,12th grade
7.0,14.80529816,Male,12th grade
3.0,74.41919519,Male,12th grade
7.0,81.40235683,Male,12th grade
0.0,90.445849,Male,12th grade
4.0,74.0489888,Male,12th grade
7.0,23.32766848,Male,12th grade
7.0,44.95735327,Male,12th grade
0.0,30.69589607,Female,12th grade
6.0,46.60251916,Female,12th grade
7.0,36.04892235,Female,12th grade
1.0,18.46382222,Female,12th grade
0.0,77.20364961,Female,12th grade
4.0,57.60270767,Female,12th grade
5.0,26.6755441,Female,12th grade
6.0,78.1614252,Female,12th grade
0.0,42.28388655,Female,12th grade
0.0,80.25071672,Female,12th grade
3.0,20.6206999,Female,12th grade
6.0,37.25949068,Female,12th grade
3.0,89.17048644,Female,12th grade
1.0,96.44223026,Female,12th grade
6.0,36.56155956,Female,12th grade
6.0,81.02041569,Female,12th grade
7.0,74.23946269,Female,11th grade
5.0,81.05083763,Male,11th grade
7.0,94.23581671,Male,11th grade
3.0,90.68842461,Female,11th grade
3.0,69.77678882,Male,11th grade
5.0,68.83070878,Male,11th grade
6.0,72.98083347,Female,11th grade
0.0,85.96959804,Female,11th grade
2.0,62.39033084,Female,11th grade
0.0,62.97929123,Female,11th grade
2.0,30.28405624,Female,11th grade
6.0,84.28101485,Female,11th grade
0.0,84.51397897,Male,11th grade
6.0,81.79406606,Male,11th grade
4.0,53.6985542,Male,11th grade
2.0,78.66079606,Female,11th grade
5.0,69.77678882,Male,11th grade
0.0,3.163642944,Male,11th grade
0.0,33.01207454,Female,10th grade
5.0,40.85194501,Female,10th grade
2.0,61.87699019,Female,10th grade
1.0,43.74033114,Female,10th grade
7.0,93.85224358,Female,10th grade
0.0,20.16159882,Female,10th grade
4.0,2.73495916,Female,10th grade
4.0,26.20415662,Female,10th grade
7.0,83.78124349,Female,10th grade
4.0,55.06915825,Male,10th grade
0.0,74.42424318,Male,10th grade
0.0,58.167767,Male,10th grade
6.0,54.76825471,Male,10th grade
1.0,56.67898027,Male,10th grade
7.0,51.77995186,Male,10th grade
1.0,96.59984902,Male,10th grade
7.0,58.87622836,Male,10th grade
4.0,72.36104809,Male,10th grade
2.0,95.78741386,Male,10th grade
6.0,7.907875242,Female,9th grade
5.0,90.10487342,Male,9th grade
5.0,51.00040934,Male,9th grade
7.0,73.87758954,Male,9th grade
7.0,13.37560078,Male,9th grade
3.0,77.77116511,Male,9th grade
5.0,23.90166614,Female,9th grade
1.0,39.31802402,Male,9th grade
7.0,63.74374862,Female,9th grade
4.0,54.04141112,Female,9th grade
5.0,80.3927078,Male,9th grade
6.0,20.46953227,Female,9th grade
7.0,62.23219402,Male,9th grade
1.0,93.9072722,Male,9th grade
0.0,59.02079621,Female,9th grade
7.0,0.006768919,Female,9th grade
6.0,77.76856155,Male,9th grade
7.0,88.17235737,Male,9th grade
0.0,45.94631988,Female,9th grade
4.0,26.55639437,Female,9th grade
3.0,19.47297454,Female,12th grade
6.0,69.13085778,Male,12th grade
0.0,53.02162601,Female,12th grade
0.0,36.42796633,Female,12th grade
2.0,92.37168878,Female,12th grade
1.0,80.60383865,Female,12th grade
0.0,41.5155192,Female,12th grade
5.0,32.04763915,Female,12th grade
3.0,39.07339722,Female,12th grade
4.0,87.00265796,Female,12th grade
2.0,70.81674648,Male,12th grade
5.0,79.52427005,Male,12th grade
7.0,80.47617765,Male,12th grade
5.0,23.32766848,Male,12th grade
7.0,74.41919519,Male,12th grade
1.0,99.46839066,Male,12th grade
7.0,70.2948453,Male,12th grade
0.0,40.44798394,Male,12th grade
7.0,87.89933447,Male,12th grade
0.0,44.91365764,Male,12th grade
5.0,92.1853654,Male,12th grade
3.0,60.76861032,Male,12th grade
5.0,92.16826247,Male,12th grade
3.0,5.844247261,Female,10th grade
3.0,68.87086388,Male,10th grade
2.0,56.31514778,Male,10th grade
2.0,35.5438073,Male,10th grade
2.0,90.06979532,Male,10th grade
7.0,30.75861295,Male,10th grade
5.0,51.61765844,Male,10th grade
3.0,32.35454194,Male,10th grade
7.0,52.41347462,Male,11th grade
5.0,92.26251615,Male,10th grade
5.0,7.032419398,Male,10th grade
2.0,30.97488641,Female,10th grade
4.0,22.82347931,Female,10th grade
2.0,37.38570424,Female,10th grade
0.0,91.80020265,Female,10th grade
3.0,47.52350758,Female,10th grade
0.0,97.17532506,Female,10th grade
0.0,69.91124718,Female,11th grade
2.0,51.32765319,Female,10th grade
2.0,11.72203035,Female,10th grade
7.0,73.17599591,Female,10th grade
0.0,58.06394871,Female,10th grade
0.0,98.75339996,Female,10th grade
7.0,49.28651193,Female,10th grade
5.0,13.05973687,Female,10th grade
3.0,28.36149003,Female,10th grade
7.0,32.2978179,Male,11th grade
7.0,98.35931481,Male,11th grade
3.0,29.7578994,Female,11th grade
0.0,93.80678317,Female,11th grade
7.0,38.18531901,Male,12th grade
0.0,38.68988246,Female,11th grade
3.0,89.0955475,Female,11th grade
0.0,41.98150796,Female,11th grade
0.0,66.08825915,Female,11th grade
0.0,82.78836576,Female,11th grade
0.0,21.80091321,Female,11th grade
0.0,49.28651193,Female,11th grade
0.0,67.16680562,Female,11th grade
3.0,34.10784442,Male,11th grade
6.0,31.36830176,Male,12th grade
6.0,45.16626978,Male,11th grade
7.0,3.027341461,Male,11th grade
5.0,98.86426475,Male,11th grade
1.0,94.06597749,Male,11th grade
2.0,34.55230954,Male,11th grade
5.0,87.3464244,Male,11th grade
5.0,82.95496038,Male,11th grade
6.0,43.7908813,Male,11th grade
5.0,83.33665428,Male,11th grade
5.0,29.42980208,Male,11th grade
2.0,96.72437097,Male,11th grade
5.0,78.83713773,Female,9th grade
3.0,89.34879347,Female,9th grade
3.0,33.65244897,Female,9th grade
3.0,68.47284867,Female,9th grade
0.0,98.98268561,Female,9th grade
0.0,78.01416162,Female,9th grade
4.0,56.12271161,Female,9th grade
2.0,38.19668196,Female,9th grade
7.0,25.58698142,Female,9th grade
2.0,30.98255809,Female,10th grade
4.0,36.97561899,Male,9th grade
0.0,39.33113427,Male,9th grade
3.0,61.74825041,Male,9th grade
6.0,55.62821787,Male,9th grade
2.0,53.24794021,Male,9th grade
0.0,93.85646466,Male,9th grade
7.0,64.02279417,Male,9th grade
4.0,65.2420533,Male,9th grade
7.0,26.1049264,Male,9th grade
1.0,26.38837509,Male,9th grade
0.0,94.65708955,Male,9th grade
7.0,6.027926572,Male,9th grade
5.0,97.30672532,Male,9th grade
7.0,27.00314433,Male,9th grade
6.0,45.51776657,Male,9th grade
0.0,45.98732433,Male,9th grade
5.0,63.30381582,Male,9th grade
1.0,96.18504314,Male,9th grade
3.0,23.68951218,Male,9th grade
7.0,43.30369499,Male,12th grade
7.0,99.74069637,Male,11th grade
7.0,48.98596485,Male,12th grade
5.0,36.3201391,Male,12th grade
5.0,76.72045861,Female,12th grade
2.0,51.7428672,Male,12th grade
7.0,13.08187583,Male,12th grade
3.0,26.3552187,Male,12th grade
5.0,92.48084439,Male,12th grade
6.0,78.26789871,Male,12th grade
7.0,62.71354329,Male,12th grade
4.0,79.92192149,Male,11th grade
3.0,99.28032188,Male,12th grade
3.0,75.2628239,Male,11th grade
6.0,73.89402899,Male,11th grade
2.0,60.51961267,Female,12th grade
7.0,46.60251916,Female,12th grade
4.0,19.03058741,Male,11th grade
6.0,26.04781219,Male,11th grade
1.0,87.51636498,Male,11th grade
7.0,63.10741439,Male,12th grade
2.0,87.29843376,Male,12th grade
3.0,90.55383582,Male,12th grade
0.0,66.54483144,Male,11th grade
3.0,55.79291405,Male,11th grade
7.0,59.36187206,Male,12th grade
7.0,83.8443561,Male,12th grade
7.0,98.10020721,Male,12th grade
5.0,54.63077194,Male,11th grade
7.0,82.81974763,Male,12th grade
7.0,21.94992936,Male,12th grade
2.0,87.97639476,Male,12th grade
7.0,92.48084439,Male,12th grade
0.0,58.69524984,Female,12th grade
1.0,82.389679,Female,10th grade
0.0,21.293857,Female,10th grade
5.0,28.47427465,Male,10th grade
1.0,48.66934789,Male,10th grade
2.0,86.60972573,Male,10th grade
0.0,1.726900972,Male,10th grade
4.0,90.64350563,Male,10th grade
3.0,87.8987,Male,10th grade
2.0,98.13855509,Male,10th grade
2.0,70.28143034,Male,10th grade
5.0,84.4582919,Male,10th grade
0.0,87.37254389,Male,10th grade
4.0,74.74124853,Male,10th grade
1.0,59.82968984,Male,10th grade
5.0,69.88257682,Female,10th grade
0.0,15.29507487,Female,10th grade
1.0,25.9046623,Female,10th grade
3.0,12.67495059,Female,10th grade
7.0,0.465744534,Female,10th grade
4.0,65.45070989,Female,10th grade
5.0,72.08322728,Female,10th grade
2.0,13.19742369,Female,10th grade
0.0,5.125120423,Female,10th grade
0.0,42.9070731,Female,10th grade
1.0,95.48360779,Female,10th grade
4.0,70.59134372,Female,10th grade
2.0,87.55552706,Female,10th grade
4.0,50.78124507,Female,10th grade
1.0,20.13123816,Female,10th grade
3.0,76.59777271,Female,10th grade
2.0,79.94321014,Female,10th grade
5.0,53.96737126,Female,10th grade
6.0,74.23946269,Female,10th grade
5.0,52.55947074,Female,10th grade
4.0,61.32131796,Female,10th grade
1.0,35.43738756,Female,10th grade
0.0,28.91092809,Female,10th grade
5.0,18.67189653,Female,10th grade
